## 대림바스 / 2025.03.21 [정정] 사업보고서

**1. 요약재무정보**

**가. 요약연결재무정보**

(단위 : 원)

| 과 목 | 제57기 (2024년 12월말) | 제56기 (2023년 12월말) | 제55기 (2022년 12월말) |
|---|---|---|---|
| [유동자산] | 139,123,654,248 | 131,792,726,288 | 122,695,057,408 |
| 현금및현금성자산 | 15,659,082,989 | 18,434,895,663 | 18,358,979,000 |
| [비유동자산] | 209,158,163,312 | 215,863,301,710 | 214,895,755,364 |
| 자산총계 | 348,281,817,560 | 347,656,027,998 | 337,590,812,772 |
| [유동부채] | 123,124,095,668 | 128,790,267,380 | 89,151,175,570 |
| [비유동부채] | 63,332,948,842 | 58,224,590,627 | 90,477,987,800 |
| 부채총계 | 186,457,044,510 | 187,014,858,007 | 179,629,163,370 |
| [자본금] | 16,672,240,000 | 16,672,240,000 | 16,672,240,000 |
| [이익잉여금] | 125,331,773,334 | 123,061,328,754 | 129,872,778,413 |
| [비지배지분] | 7,477,057,917 | 7,129,005,862 | (661,720,873) |
| 자본총계 | 161,824,773,050 | 160,641,169,991 | 157,961,649,402 |
| 구분 | 2024년 01월 01일~ 2024년 12월 31일 | 2023년 01월 01일~ 2023년 12월 31일 | 2022년 01월 01일~ 2022년 12월 31일 |
| 매출액 | 281,054,583,692 | 266,280,932,560 | 253,490,953,035 |
| 영업이익(손실) | 10,096,692,649 | 4,059,070,397 | 1,454,990,634 |
| 당기순이익(손실) | 5,709,158,066 | (5,547,637,853) | (859,785,598) |
| 총포괄이익(손실) | 3,017,549,459 | (4,616,936,090) | 788,602,479 |
| 기본주당손익(원) | 322 | (279) | (48) |
| 희석주당손익(원) | 322 | (279) | (48) |
| 연결에포함된회사의수 | 2 | 2 | 1 |

**다. 매년 적용한 투자주식의 평가방법**

| 구분 | 제57기 | 제56기 | 제55기 |
|---|---|---|---|
| 종속기업투자주식 | 지분법 | 지분법 | 지분법 |
| 관계기업투자주식 | 지분법 | 지분법 | 지분법 |
