## 대성홀딩스 / 2025.03.20 사업보고서

### 1. 요약재무정보

#### 가. 요약 연결 재무정보
(단위 : 원)

| 과 목                      | 제42기 (2024.12.31 현재) | 제41기 (2023.12.31 현재) | 제40기 (2022.12.31 현재) |
| :------------------------- | :----------------------- | :----------------------- | :----------------------- |
| **[유동자산]**             | 495,510,000,000          | 516,254,000,000          | 521,683,000,000          |
| ㆍ현금및현금성자산        | 129,261,000,000          | 70,978,000,000           | 81,075,000,000           |
| **[비유동자산]**           | 754,153,000,000          | 729,729,000,000          | 869,663,000,000          |
| **자산총계**               | 1,249,663,000,000        | 1,245,983,000,000        | 1,391,346,000,000        |
| **[유동부채]**             | 392,472,000,000          | 527,813,000,000          | 496,195,000,000          |
| **[비유동부채]**           | 268,089,000,000          | 159,136,000,000          | 290,347,000,000          |
| **부채총계**               | 660,561,000,000          | 686,949,000,000          | 786,542,000,000          |
| **[자본금]**               | 16,089,000,000           | 16,089,000,000           | 16,089,000,000           |
| **[이익잉여금]**           | 631,052,000,000          | 604,675,000,000          | 457,110,000,000          |
| **비지배지분**             | 149,505,000,000          | 139,767,000,000          | 125,638,000,000          |
| **자본총계**               | 589,102,000,000          | 559,034,000,000          | 604,804,000,000          |

| 과 목                                   | 제42기 (2024.01.01~2024.12.31) | 제41기 (2023.01.01~2023.12.31) | 제40기 (2022.01.01~2022.12.31) |
| :-------------------------------------- | :----------------------------- | :----------------------------- | :----------------------------- |
| **매출액**                              | 1,212,355,000,000              | 1,216,817,000,000              | 1,253,170,000,000              |
| **영업이익**                            | 23,298,000,000                 | 9,964,000,000                  | 6,984,000,000                  |
| **당기순이익**                          | 44,278,000,000                 | 159,419,000,000                | 4,902,000,000                  |
| **총포괄손익**                          | 36,385,000,000                 | (50,796,000,000)               | 14,783,000,000                 |
| **기본주당순이익**                      | 1,997                          | 9,558                          | 225                            |
| **연결에포함된회사수**                  | 12개                           | 12개                           | 12개                           |
